prenom,nom,titre_livre,nbpages,isbn,publisher_name
Philip K.,Dick,Vulcan's Hammer,139,NA,Ace Books
Philip K.,Dick,Dr. Futurity,138,NA,Ace Books
Philip K.,Dick,Nick and the Glimmung,141,0-575-04307-5,Victor Gollancz Ltd
Philip K.,Dick,Minority Report (2002 collection),290,1-85798-738-1,Victor Gollancz Ltd
Philip K.,Dick,The Man Whose Teeth Were All Exactly Alike,223,ISBN 0-9612970-0-X,Mark V. Ziesing
Philip K.,Dick,The Ganymede Takeover,157,NA,Ace Books
Philip K.,Dick,Time Out of Joint,221,NA,J. B. Lippincott & Co.
Philip K.,Dick,Solar Lottery,188,N/A,Ace Books
Philip K.,Dick,The Three Stigmata of Palmer Eldritch,278,978-0-575-07997-7 (2007 reprint),Doubleday (publisher)
Philip K.,Dick,Ubik,202,978-0-575-07921-2 & 0-679-73664-6,Doubleday (publisher)
Philip K.,Dick,"Flow My Tears, the Policeman Said",231,0-7838-9583-6,Doubleday (publisher)
Philip K.,Dick,Now Wait for Last Year,214,NA,Doubleday (publisher)
Philip K.,Dick,Galactic Pot-Healer,144,NA,Berkley Books
Philip K.,Dick,The Little Black Box (collection),395,ISBN 0-575-04845-X,Victor Gollancz Ltd
Philip K.,Dick,We Can Build You,206,ISBN 0-679-75296-X (recent edition),DAW Books
Philip K.,Dick,Selected Stories of Philip K. Dick,476,0-375-42151-3,Random House
Philip K.,Dick,The World Jones Made,192,NA,Ace Books
Philip K.,Dick,Beyond Lies the Wub (collection),404,0-575-04407-1,Victor Gollancz Ltd
Philip K.,Dick,Second Variety (1989 collection),395,0-575-04460-8,Victor Gollancz Ltd
Philip K.,Dick,The Days of Perky Pat (collection),380,0-575-04756-9,Victor Gollancz Ltd
Philip K.,Dick,The Dark Haired Girl,249,0-929480-03-1,Mark V. Ziesing
Philip K.,Dick,The Best of Philip K. Dick,450,0-345-25359-0,Del Rey Books
Philip K.,Dick,I Hope I Shall Arrive Soon (collection),179,0-385-19567-2,Doubleday (publisher)
Philip K.,Dick,Mary and the Giant,230,0-87795-850-5,Arbor House
Philip K.,Dick,The Penultimate Truth,174,NA,Belmont Books
Philip K.,Dick,The Golden Man (collection),337,ISBN 0-425-04288-X,Berkley Books
Philip K.,Dick,Martian Time-Slip,220,NA,Ballantine Books
Joan,Didion,We Tell Ourselves Stories in Order to Live,1122,0-307-26487-4,Alfred A. Knopf
Joan,Didion,A Book of Common Prayer,280,ISBN 0-671-49589-5 (Simon & Schuster paperback edition),Simon & Schuster
Joan,Didion,After Henry (book),319,0-671-72731-1,Simon & Schuster
Joan,Didion,Democracy (novel),240,ISBN 0-679-75485-7 (Vintage International paperback edition),Simon & Schuster
Joan,Didion,Miami (book),238,978-0-88619-175-7,Simon & Schuster
Joan,Didion,Political Fictions,352,ISBN 0-375-41338-3 (Knopf hardcover edition),Alfred A. Knopf
Joan,Didion,The Last Thing He Wanted,227,0-679-43331-7,Alfred A. Knopf
Joan,Didion,The White Album (book),222,0-671-22685-1,Simon & Schuster
Joan,Didion,The Year of Magical Thinking,240,1-4000-4314-X,Alfred A. Knopf
Joan,Didion,Where I Was From,240,0-679-43332-5,Alfred A. Knopf
Joan,Didion,Blue Nights,208,ISBN 978-0307267672,Alfred A. Knopf
Annie,Dillard,The Maytrees,224,0-06-123953-4,HarperCollins
Annie,Dillard,The Living (novel),397,ISBN 0-06-092411-X,HarperCollins
Thomas,Disch,One Hundred and Two H-Bombs,192,NA,Compact Books
Thomas,Disch,Camp Concentration,177,NA,Rupert Hart-Davis
Thomas,Disch,Bad Moon Rising: An Anthology of Political Forebodings,302,NA,Harper (publisher)
Thomas,Disch,Getting into Death,206,ISBN 0-246-10614-X,Rupert Hart-Davis
Thomas,Disch,White Fang Goes Dingo,192,0-09-004840-7,Random House
Thomas,Disch,Getting into Death and Other Stories,227,0-394-49803-8,Alfred A. Knopf
Thomas,Disch,Under Compulsion,220,NA,Rupert Hart-Davis
Thomas,Disch,The Genocides,143,N/A,Berkley Books
Thomas,Disch,On Wings of Song,315,0-575-02547-6,Victor Gollancz Ltd
Edgar Lawrence,Doctorow,The March (novel),384,0-375-50671-3,Random House
Edgar Lawrence,Doctorow,All the Time in the World (book),304,978-1-4000-6963-7,Random House
Edgar Lawrence,Doctorow,Ragtime (novel),270,0-394-46901-1,Random House
Edgar Lawrence,Doctorow,The Book of Daniel (novel),303,978-0-8129-7817-9,Random House
Edgar Lawrence,Doctorow,Homer & Langley,208,1-4000-6494-5,Random House
Stephen R.,Donaldson,Fatal Revenant,896,"ISBN 978-0-575-07600-6 (first edition, hardback)",Victor Gollancz Ltd
Stephen R.,Donaldson,Daughter of Regals,124,ISBN 	0-937986-63-1,"Donald M. Grant, Publisher"
Stephen R.,Donaldson,Against All Things Ending,624,"ISBN 978-0-399-15678-6 (first edition, hardback)",G. P. Putnam's Sons
Stephen R.,Donaldson,Lord Foul's Bane,480,ISBN 0-8050-1272-9 (USA hardback),Holt McDougal
Stephen R.,Donaldson,The Runes of the Earth,608,ISBN 0-575-07598-8 (hardback edition) & ISBN 0-399-15232-6 (USA hardback edition),Victor Gollancz Ltd
Stephen R.,Donaldson,The Illearth War,527,ISBN 0-8050-1271-0 (USA hardback),Holt McDougal
Stephen R.,Donaldson,The Power that Preserves,489,ISBN 0-8050-1270-2 (USA hardback),Holt McDougal
Stephen R.,Donaldson,The One Tree,496,978-0-345-29898-0,Del Rey Books
Stephen R.,Donaldson,The Wounded Land,497,978-0-345-28647-5,Del Rey Books
Stephen R.,Donaldson,White Gold Wielder,512,978-0-345-30307-3,Del Rey Books
Stephen R.,Donaldson,The Last Dark,592,ISBN 978-0-575-07602-0,Victor Gollancz Ltd
Jennifer,Donnelly,A Northern Light,389,978-0-15-216705-9,Harcourt (publisher)
Richard,Dooling,Rapture for the Geeks,272,978-0307405258,Crown Publishing Group
Michael,Dorris,A Yellow Raft in Blue Water,343,ISBN 0-8050-0045-3 (hardback edition) & ISBN 0-446-38787-8 (paperback edition),Henry Holt and Company
John,Dos Passos,U.S.A. (trilogy),1312,978-1-883011-14-7,Library of America
Rita,Dove,On the Bus with Rosa Parks,95,ISBN 978-0-393-04722-6,W. W. Norton & Company
Rita,Dove,Thomas and Beulah,80,ISBN 0-88748-021-7 (Paperback),Carnegie Mellon University Press
Rita,Dove,American Smooth (book),143,978-0-393-05987-8,W. W. Norton & Company
Larry,Doyle,"I Love You, Beth Cooper",255,978-0-06-123617-4,HarperCollins
Leah Bodine,Drake,A Hornbook for Witches,70,NA,Arkham House
Diane Elizabeth,Duane,Tom Clancy's Net Force Explorers: Runaways,184,0747261563,Berkley Books
Diane Elizabeth,Duane,Doctor's Orders (novel),291,"ISBN 0-671-66189-2 (first edition, paperback)",Pocket Books
Diane Elizabeth,Duane,A Wizard of Mars,560,978-0-15-204770-2,Harcourt (publisher)
Diane Elizabeth,Duane,"My Enemy, My Ally",309,"ISBN 0-671-70421-4 (first edition, paperback)",Pocket Books
Diane Elizabeth,Duane,Dark Mirror (Star Trek novel),337,0-671-79438-8,Star Trek
Diane Elizabeth,Duane,The Book of Night with Moon (novel),352,0-446-67302-1,Hachette Book Group
Diane Elizabeth,Duane,A Wizard Abroad,368,ISBN 0-15-216238-0,Harcourt (publisher)
Diane Elizabeth,Duane,A Wizard Alone,352,ISBN 0-15-204911-8,Harcourt (publisher)
Diane Elizabeth,Duane,Deep Wizardry,384,0-15-216257-7,Harcourt (publisher)
Diane Elizabeth,Duane,High Wizardry,368,0-15-216244-5,Harcourt (publisher)
Diane Elizabeth,Duane,So You Want to Be a Wizard,400,ISBN 0-15-216250-X,Harcourt (publisher)
Diane Elizabeth,Duane,The Wizard's Dilemma,432,0-15-202460-3,Harcourt (publisher)
Diane Elizabeth,Duane,Wizard's Holiday,448,0-15-205207-0,Harcourt (publisher)
Diane Elizabeth,Duane,Wizards at War,560,0-15-204772-7,Harcourt (publisher)
Diane Elizabeth,Duane,Tom Clancy's Net Force Explorers: Virtual Vandals,181,0747260710,Berkley Books
Diane Elizabeth,Duane,Tom Clancy's Net Force Explorers: One is the Loneliest Number,182,0747261458,Berkley Books
Diane Elizabeth,Duane,The Wounded Sky,255,"ISBN 0-671-47389-1 (first edition, paperback)",Pocket Books
Diane Elizabeth,Duane,The Romulan Way,254,"ISBN 0-671-63498-4 (first edition, paperback)",Pocket Books
Diane Elizabeth,Duane,Tom Clancy's Net Force Explorers: Death Match,192,042518448X,Berkley Books
Diane Elizabeth,Duane,Tom Clancy's Net Force Explorers: End Game,183,0747261504,Berkley Books
Diane Elizabeth,Duane,Tom Clancy's Net Force Explorers: The Deadliest Game,182,0747260702,Berkley Books
Andre,Dubus,Dancing After Hours,256,978-0-679-75114-4,Vintage Books
Tananarive,Due,Naked Came the Manatee,201,978-0-399-14192-8,G. P. Putnam's Sons
Tananarive,Due,My Soul to Keep,246,978-0-06-018742-2,HarperCollins
Tananarive,Due,The Between,288,0-06-092726-7,HarperCollins
Martin,Dugard,The Last Voyage of Columbus,304,0-7595-1376-7,"Little, Brown and Company"
Martin,Dugard,Killing Kennedy,336,ISBN 0805096663,Henry Holt and Company
Lois,Duncan,The Third Eye (novel),220,0-316-19553-7,"Little, Brown and Company"
Lois,Duncan,I Know What You Did Last Summer (novel),199,"ISBN 0-316-19546-4 (first edition, hardback)","Little, Brown and Company"
Lois,Duncan,Killing Mr. Griffin,243,"ISBN 0-316-19549-9 (first edition, hardback)","Little, Brown and Company"
Jeanne,Duprau,The Diamond of Darkhold,285,ISBN 0-375-85571-8 (hardcover first edition),Random House
Jeanne,Duprau,The People of Sparks,338,0-375-82824-9,Random House
Jeanne,Duprau,The Prophet of Yonwood,289,0-375-87526-3,Random House
Frederic S.,Durbin,Dragonfly (Durbin novel),300,0-87054-175-7,Arkham House
David Anthony,Durham,Acacia: The War with the Mein,592,0-385-50606-6,Doubleday (publisher)
David Anthony,Durham,Acacia: The Sacred Band,576,0-307-73968-6,Doubleday (publisher)
David Anthony,Durham,Gabriel's Story,304,0-385-49814-4,Doubleday (publisher)
David Anthony,Durham,Pride of Carthage,592,0-385-72249-4,Doubleday (publisher)
David Anthony,Durham,Walk Through Darkness,304,0-385-49925-6,Doubleday (publisher)
Dossie,Easton,The Ethical Slut,288,1-890159-01-8,Greenery Press
David,Ebershoff,The 19th Wife,525,ISBN 1-4000-6397-3,Random House
George Alec,Effinger,A Fire in the Sun,189,ISBN 0-385-26324-4,Doubleday (publisher)
George Alec,Effinger,Budayeen Nights,235,ISBN 1-930846-19-3 (first edition),Golden Gryphon Press
George Alec,Effinger,Tales from Jabba's Palace,464,ISBN 0-553-56815-9,Bantam Spectra
Jennifer,Egan,The Keep (Egan novel),239,1-4000-4392-1,Alfred A. Knopf
Dave,Eggers,The Circle (Eggers novel),504,"ISBN  978-0-385-35139-3 (first edition, hardcover)",McSweeney's
Dave,Eggers,A Heartbreaking Work of Staggering Genius,375,0-684-86347-2,Simon & Schuster
Dave,Eggers,What Is the What,475,1-932416-64-1,McSweeney's
Dave,Eggers,A Hologram for the King,312,"ISBN  193636574X (first edition, hardcover)",McSweeney's
Barbara,Ehrenreich,Bait and Switch: The (Futile) Pursuit of the American Dream,256,1429915706,Henry Holt and Company
Barbara,Ehrenreich,Nickel and Dimed,224,0-8050-8838-5,Henry Holt and Company
Henry M.,Eichner,Atlantean Chronicles,230,NA,"Fantasy Publishing Company, Inc."
Phyllis,Eisenstein,Sorcerer's Son,380,ISBN 0-451-15683-8 (paperback),Del Rey Books
Phyllis,Eisenstein,Born to Exile,202,0-87054-082-3,Arkham House
Bret Easton,Ellis,Less Than Zero (novel),208,978-0-14-008894-6,Simon & Schuster
Bret Easton,Ellis,Imperial Bedrooms,169,0-307-26610-9,Alfred A. Knopf
Bret Easton,Ellis,Glamorama,546,0-375-40412-0,Alfred A. Knopf
Bret Easton,Ellis,Lunar Park,320,0-375-41291-3,Alfred A. Knopf
Bret Easton,Ellis,American Psycho,399,978-0-679-73577-9,Vintage Books
Ralph Waldo,Ellison,Invisible Man,581,978-0-679-60139-5,Random House
Ralph Waldo,Ellison,Juneteenth (novel),368,0-394-46457-5,Random House
Ralph Waldo,Ellison,Three Days Before the Shooting...,1101,978-0375759536,Random House
James,Ellroy,LAPD '53,208,"ISBN 978-1-4197-1585-3 (first edition, hardcover), ISBN 1419715852",Abrams Books
James,Ellroy,White Jazz,349,"ISBN 0-679-41449-5 (first edition, hardcover)",Alfred A. Knopf
James,Ellroy,Killer on the Road,280,"ISBN 0-380-89934-5 (first edition, paperback)",Avon (publisher)
James,Ellroy,The Black Dahlia (novel),325,"0-89296-206-2 (1st ed., hardcover)",Mysterious Press
James,Ellroy,Blood's a Rover,656,"ISBN 978-0-679-40393-7 (first edition, hardcover), ISBN 0679403930",Alfred A. Knopf
James,Ellroy,The Cold Six Thousand,672,"ISBN 0-679-40392-2 (first American edition, hardback)",Alfred A. Knopf
James,Ellroy,Destination: Morgue!,389,"ISBN 1-4000-3287-3 (first edition, trade paperback)",Vintage Books
James,Ellroy,Hollywood Nocturnes,229,"ISBN 978-1-883402-54-9 (first edition, hardcover)",Otto Penzler
James,Ellroy,Crime Wave (book),288,"ISBN 0-375-70471-X (first edition, trade paperback)",Vintage Books
James,Ellroy,My Dark Places (book),355,0-679-44185-9,Alfred A. Knopf
James,Ellroy,The Hilliker Curse,203,"ISBN 978-0-307-59350-4, ISBN 0307593509",Alfred A. Knopf
Carol,Emshwiller,The Mount (novel),232,1-931520-03-8,Small Beer Press
Margarita M.,Engle,The Surrender Tree: Poems of Cuba's Struggle for Freedom,384,978-0312608712,Macmillan Publishers (United States)
Elizabeth,Enright,The Saturdays (novel),175,9780805070606,Farrar & Rinehart
Elizabeth,Enright,The Four-Story Mistake,177,9780805070613,Farrar & Rinehart
Elizabeth,Enright,Then There Were Five,241,9780805070620,Farrar & Rinehart
Louise,Erdrich,The Round House (novel),336,978-0062065247,Harper (publisher)
Louise,Erdrich,The Master Butchers Singing Club,400,0-06-620977-3,HarperCollins
Steve,Erickson,Zeroville,329,978-1-933372-39-6,Europa Editions
Steve,Erickson,Arc d'X,299,0-671-74296-5,Poseidon Press
Steve,Erickson,The Sea Came in at Midnight,259,ISBN 978-0-380-97766-6 (hardcover edition),William Morrow and Company
Steve,Erickson,Days Between Stations (novel),253,0-671-53275-8,Simon & Schuster
Steve,Erickson,Amnesiascope,225,978-0-8050-5361-6,Henry Holt and Company
Loren D.,Estleman,Angel Eyes (novel),203,0-395-31558-1,Houghton Mifflin Harcourt
Jeffrey,Eugenides,Middlesex (novel),544,0-374-19969-8,"Farrar, Straus and Giroux"
Jeffrey,Eugenides,The Virgin Suicides,249,0-374-28438-5,"Farrar, Straus and Giroux"
Janet,Evanovich,Twelve Sharp,320,0-312-34948-3,St. Martin's Press
Janet,Evanovich,Plum Lucky,176,978-0-312-37763-2,St. Martin's Press
Janet,Evanovich,Eleven on Top,288,0-7553-2803-5,St. Martin's Press
Janet,Evanovich,Four to Score,304,0-312-18586-3,St. Martin's Press
Janet,Evanovich,Ten Big Ones,312,"ISBN 0-312-28972-3 (first edition, hardback)",St. Martin's Press
Janet,Evanovich,Plum Lovin',176,978-0-312-30634-2,St. Martin's Press
Janet,Evanovich,High Five (novel),304,0-312-20303-9,St. Martin's Press
Janet,Evanovich,To the Nines (novel),320,"ISBN 0-312-26586-7 (first edition, hardback)",St. Martin's Press
Janet,Evanovich,One for the Money (novel),288,0-684-19639-5,St. Martin's Press
Janet,Evanovich,Three to Get Deadly,304,0-684-82265-2,St. Martin's Press
Janet,Evanovich,Lean Mean Thirteen,486,ISBN 0-7393-2733-X,St. Martin's Press
Janet,Evanovich,Two for the Dough,304,0-684-19638-7,St. Martin's Press
E. Everett,Evans,Man of Many Minds,222,NA,Fantasy Press
E. Everett,Evans,Alien Minds,223,NA,Fantasy Press
Jonathan,Evison,All About Lulu,344,978-1-59376-196-7,Soft Skull Press
Dan,Fagin,Toms River: A Story of Science and Salvation,560,978-0-553-80653-3,Bantam Books
Diane,Fanning,The Pastor's Wife (book),320,0-312-94929-4,St. Martin's Press
Diane,Fanning,Lucinda Pierce Mystery series,223,978-0-7278-6945-6,Severn House Publishers
Diane,Fanning,Mommy's Little Girl,352,978-0-312-36514-1,St. Martin's Press
Richard,Fariña,Been Down So Long It Looks Like Up to Me,269,0-14-018930-0,Random House
Nancy,Farmer,The Sea of Trolls,459,0-689-86744-1 (first),Atheneum Books
Nancy,Farmer,"The Ear, the Eye and the Arm",311,"ISBN 0-531-06829-3 (first edition, hardback)",Orchard Books
Nancy,Farmer,A Girl Named Disaster,320,"ISBN 0-531-09539-8 (first edition, hardback)",Orchard Books
Nancy,Farmer,The House of the Scorpion,380,"ISBN 0-689-85222-3 (first edition, hard)",Atheneum Books
Nancy,Farmer,The Land of the Silver Apples,496,1-416-90735-1,Atheneum Books
Nancy,Farmer,The Islands of the Blessed,496,1-4169-0737-8,Atheneum Books
Nancy,Farmer,The Lord of Opium,411,978-1-4424-8254-8,Atheneum Books
Howard,Fast,Redemption (Fast novel),288,"ISBN 0-15-100455-2 (first edition, hardback)",Harcourt (publisher)
Howard,Fast,April Morning,202,978-0-553-27322-9,Bantam Books
William Cuthbert,Faulkner,The Mansion (novel),452,0-394-70282-4,Random House
William Cuthbert,Faulkner,"Absalom, Absalom!",384,0-679-73218-7,Random House
Joe Clifford,Faust,A Death of Honor,326,0-345-34026-4,Del Rey Books
Christine,Feehan,Dark Magic (novel),368,0-505-52389-2,Love Spell
Christine,Feehan,Dark Prince,314,0-505-52372-8,Dorchester Publishing
Christine,Feehan,Dark Celebration,384,0425211673,Berkley Books
Christine,Feehan,Dark Curse,416,978-0-515-14699-8,Berkley Books
Christine,Feehan,Dark Challenge,368,0-505-52409-0,Dorchester Publishing
Christine,Feehan,Dark Gold,320,0-505-52375-2,Love Spell
Christine,Feehan,Lair of the Lion,384,ISBN 0-8439-5048-X,Dorchester Publishing
Christine,Feehan,Dark Fire (Feehan novel),390,0-505-52447-3,Dorchester Publishing
Christine,Feehan,Dark Possession,368,0425217094,Berkley Books
Christine,Feehan,Dark Destiny,383,0843950501,Leisure Books
Don,Fehrenbacher,The Dred Scott Case: Its Significance in American Law and Politics,759,0195145887,Oxford University Press
John,Feinstein,Cover Up (novel),304,978-0-375-84247-4,Alfred A. Knopf
John,Feinstein,A March to Madness,512,ISBN 978-0-316-27712-9,"Little, Brown and Company"
John,Feinstein,Last Shot,272,978- 0553494600,Alfred A. Knopf
Gloria,Feldt,No Excuses (book),384,1580053289,Perseus Books Group
Joshua,Ferris,Then We Came to the End,400,978-0-316-01638-4,"Little, Brown and Company"
Jennie,Fields,Lily Beach,291,0-446-67038-3,Grand Central Publishing
Charles,Finch,A Stranger in Mayfair,320,978-0-312-62506-1,St. Martin's Press
Charles,Finch,The Fleet Street Murders,320,978-0-312-56551-0,St. Martin's Press
Charles,Finch,The Last Enchantments,336,978-1-250-01871-7,St. Martin's Press
Charles,Finch,A Death in the Small Hours,320,9781250011602,St. Martin's Press
Charles,Finch,The September Society,320,978-0-312-35978-2,St. Martin's Press
Charles,Finch,A Burial at Sea,320,9780312625085,St. Martin's Press
Francis J.,Finn,Tom Playfair,255,978-0-89555-670-7,TAN Books
Mark,Finn,Blood & Thunder: The Life & Art of Robert E. Howard,264,978-1-932265-21-7,MonkeyBrain Books
Charles Grandison,Finney,The Magician Out of Manchuria,129,0-937986-92-5,"Donald M. Grant, Publisher"
Charles Grandison,Finney,The Circus of Dr. Lao,154,NA,Viking Press
Jack,Finney,Time and Again (novel),304,"ISBN 0-671-24295-4 (first edition, hardcover)",Simon & Schuster
Francis Scott Key,Fitzgerald,This Side of Paradise,305,NA,Charles Scribner's Sons
Francis Scott Key,Fitzgerald,The Crack-Up,347,NA,New Directions Publishing
Louis,Fitzhugh,Harriet the Spy,298,978-0-440-41679-1,Harper (publisher)
Louis,Fitzhugh,The Long Secret,275,0060214104,Harper (publisher)
Paul,Fleischman,Joyful Noise: Poems for Two Voices,64,0-06-021852-5,Harper (publisher)
Sid,Fleischman,The Whipping Boy,89,0-688-06216-4,HarperCollins
Kathleen,Flenniken,Plume (book),80,978-0295991535,University of Washington Press
Ralph,Fletcher,Flying Solo (novel),138,978-0-395-87323-6,Houghton Mifflin Harcourt
Ralph,Fletcher,The Sandman (book),32,978-0-8050-7726-1,Henry Holt and Company
Ralph,Fletcher,I Am Wings,48,978-0-02-735395-2,Atheneum Books
Ralph,Fletcher,Tommy Trouble and the Magic Marble,64,978-0-8050-6387-5,Henry Holt and Company
Ralph,Fletcher,Relatively Speaking: Poems about Family,48,978-0-531-30141-8,Scholastic Corporation
Ralph,Fletcher,Ordinary Things: Poems from a Walk in Early Spring,48,978-0-689-81035-0,Atheneum Books
Ralph,Fletcher,The One O'Clock Chop,192,978-0-8050-8143-5,Henry Holt and Company
Ralph,Fletcher,Walking Trees,222,978-0-435-08536-0,Heinemann (publisher)
Ralph,Fletcher,"Hello, Harvest Moon",32,978-0-618-16451-6,Houghton Mifflin Harcourt
